和亲公主的皖雅，也逃脱不了所谓“贡物”的命运，绚烂一时的爱情，到头来终究抵不上江山一角。	3.888888889	4.625
爱情，如此完美却又失落，皖雅的结局，苦涩却又实际地描绘了宫廷女子悲婉的一生。	3.75	3.0
看尽世间无限遗憾，只因爱情如此脆弱。	3.25	4.142857143
书今天朋友已经收到了。	5.333333333	4.285714286
但我相信它会和我手中的这本书一样温馨美好。	6.375	5.142857143
对于整个购书过程我很满意。	7.0	3.428571429
我是第一次读龙应台的书，流畅的文笔，深深的内涵，对儿子的关爱，平等的推心置腹，思想观念的碰撞火花竟然这般的美丽而感人。	7.333333333	5.857142857
两代人之间的鸿沟在优美的文字中慢慢地弥合，让我回味、思考了很多。	6.4	4.571428571
推荐给我的儿子、朋友们。	6.75	5.0
书中摄影作品以及文字都向读者呈现另一个完全不同的时空，我想热衷于此苦旅之乐的人们，受得起苦，觉得万分值得的也是这一份精神体验的快乐。	6.333333333	5.625
刚开始看的时候心情是平静的，看到中间真的期待她有个好的结局，有个好的人生，可是不乐观的情节越来越多，如预感，结局让人很心痛，但是也让人平静。	5.5	4.142857143
看完这本书的时候，我内心对爱情的看法再次进行了调整，身不由己的调整。	5.125	5.125
生活的力量真的足够巨大，巨大的让人可以平静来面对这一切的过眼烟云和眼前与期待相差甚远的平淡。	4.375	4.25
不过，很满足，平淡才最真实~~	5.625	4.857142857
故事情节的发展，我也心中甜蜜，酸楚，失落，幸福。	5.125	4.571428571
我们的生活中也需要激情，在小说当中会找到我们也曾有过的恋爱的感觉。	6.0	5.0
当自己对幸福迷茫的时候，就会想到，不要将自己手中的幸福随便就放掉，那样，当自己发现那是你的最爱时，已经找不回来了。	5.111111111	3.666666667
学会爱，抓住爱，把握爱，珍惜爱，那就会有幸福。	7.222222222	4.166666667
日常养生的参考还是不错，有很多从前不知道的保养知识。	6.875	5.5
看了此书对中医养生有了更浓厚的兴趣，当然尤其是能使自己又美丽又健康的法子，正在尝试，但愿有效果。	6.222222222	4.428571429
呵呵，现在买了很多花草茶，还有茯苓粉，打算再做种子眼霜。	5.25	2.833333333
嘻嘻，女人就是爱折腾，只要能让自己变美，就绝不怕麻烦，所以，从这个方面讲，算是本好书吧	6.375	5.625
虽然很喜欢张小娴的文字，面包树系列也很早就看过了，但是还是买了她所有自己喜欢的书回来珍藏。	7.0	4.25
书里伤感的情节而落过泪感叹唏嘘但是这不是我要的每个人追求的爱情不一样，有些感受却是可以一样的吧	4.222222222	4.142857143
买这本书的时候，正是我在感情方面有些心结的时候，虽然过去很长时间了，但心中仍有些情素无法平复。	3.777777778	6.142857143
看完这本书，确实对我帮助很大，可以客观、理智地分析问题。	6.625	4.5
正如书的名称，三毛的这本早期作品不同于后期成熟后那个乐观坚强的三毛，而是记录了当三毛还是二毛时的经历，心境，是她年少时那个爱做梦，有些神经质，伤感的雨季的缩影。	4.333333333	4.833333333
而正处于那个生命阶段的读者也许会产生共鸣，发现原来他们在这个时候的想法并不是孤独，没有人明白的。	4.25	4.25
